"Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"The Hunger Games: The Ballad of Songbirds & Snakes","dannibairstow","26 November 2023","I will start by saying I don't think it's an 8, maybe a 7.5-7.7 so I rounded up.However, I went in with low expectations, expecting a big budget movie with a poor storyline but otherwise reasonably watchable. Well, I was pleasantly surprised to find myself hooked! And I daresay it was one of the better Hunger Games movies.The bad reviews I've read seem to miss the point. This is not a story about the origin of the games, it is not a story about 'Lucy Gray"" (even though her name is said about 1000 times)... It is a story about Snow and why he became the psychopath we know from the original stories. I found the not-so-happy ending refreshing and if you enjoy and understand social economic/philosophical dilemmas in terms of human psychology then it adds a notch of appreciation.Viola, Tom and Peter were excellent in their portrayals. Zegler was fine, a little theatrical but given her background I suppose understandable.I don't understand the hate. Especially the 1-3* reviews. Like, what were you watching!?","
            8/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","melissamariekrall","22 January 2024","I was looking forward to seeing this but it really has no redeemable qualities. The writing and acting are so over the top, it's impossible to truly take it seriously. There are legitimately good actors in this film and they can't even come close to saving it.There's no likable characters, making it difficult to feel invested in them. Some of the production design is nice, but it's not enough to overcome all the other issues the movie has. The whole thing is a slog, the same scene repeated over and over again with slight variations. Very strange pacing.I'm truly upset that I spent $20 and a couple hours of my life to watch this dumpster fire.","
            4/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","ameliethomson","19 November 2023","Once you notice how they feel the need to say « Lucy Gray » all the time, you won't be able to unhear it, it's painful. Lucy Gray this, Lucy Gray that...
Viola Davis is excellent, atmosphere and setting are ok, but all in all it feels like you're watching 3 different movies in one, scenario is - again - the main issue. Main actor lacks charisma and just isn't good enough to be a lead. The singing is really annoying, I don't care if it's like that in the book, they could have integrated it in a much better way. The guitar thing at the tribute presentation... is it X-Factor? And I really wanted to like this movie...","
            4/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","cinemapersonified","2 December 2023","Rating: 4.7
Overall, a poorly executed movie as the direction and writing fail to build Snow up to be a bad guy to the point that they have to force this by the time the movie ends (making the first two acts of the movie feel pointless), but the movie is entertaining in the second act because they convey The Hunger Games well.Pretty Bad Direction (The direction on a macroscale is good as the director uses the large sets, VFX, and cinematography to help paint these grand scenes in both the capital and the arena of The Hunger Games (while at the same time showing its grime and dark side), the direction of The Hunger Games was good and kept the movie engaging in the middle part; the direction on a microscale was bad as the interpersonal scenes did not feel fluid at all and were not well executed; the direction of actors was bad as none of of the performances felt like they were elevated by direction; storytelling was poor as there doesn't feel like a sense of where the movie is going as builds to one thing and drastically disposes of it in favor of a something else), Decent Acting (Pretty Good from Tom Blyth (Shows some range of emotion and shows both the good and the bad side of Snow decently well), Pretty Bad from Rachel Zegler (Her accent kept on slipping and she kinda feels out of place with the rest of the cast (and the chemistry between her and Blyth is not the best); her musical moments (while forced) were carried out well as she shows off how good of a singer she is), Pretty Good from Peter Dinklage (Really just feels like he is playing many of the characters he has played in the past (the drunk character who has a lot to say) so he kinda just goes on his own), Good from Jason Schwartzman (The best performance of the movie as he plays the comedic relief character well), Pretty Bad from Hunter Schafer (Very emotionless and doesn't have any emotion with Blyth), Decent from Josh Andrés Rivera (Has moments where he shines and some moments where it feels like he's overacting), Decent from Viola Davis (Not really her best performance as it is a lot of overacting (but it doesn't feel like it is a bad performance, just not the best direction)), Decent from the rest of the cast (Hard to comment as most of the cast is child actors who feel like they weren't given the best direction)), Bad Story (The concept was pretty good as it was interesting to see the early Hunger Games and the origins of President Snow (though the carrying out of this concept was very bad); the story contruction was terrible as first act drags so much that its boring and the third act is completely out of place as it felt like they forgot to make Snow the bad guy (the second act is pretty good as its just The Hunger Games and plays to the strengths of the franchise); storytelling/flow between sequences was bad as every scene just felt forced and nothing felt like it flowed between each other (and this is especially seen in the final act as the movie has to make up for making Snow be the good guy when hes supposed to be the bad guy; character writing was very bad (Snow is terribly written as they put so much emphasis on sympathiszing him and making him be the good guy that they run out of time in making him be the bad guy and rush/force this part of the character in the end, Lucy Gray Baird is not written either as you really don't cate about her as her singing just gets really annoying towards the end), Pretty Bad Screenplay (The dialogue did not flow and was kinda forced; the tension build was good and carried out well in The Hunger Games act; the symbolism was very shallow as it does not do a good job in building Snow's journey for power; the foreshadowing was none-existent as the movie forces the ending because they forgot to make Snow the bad guy in the first two acts), Good Score (Carries different motifs from the original franchise), Good Cinematography (Helped show how grand the capital was and helped build the world (especially in The Hunger Games)), Good Sound (Helped in the action scenes), Good Editing, Good Visual Effects (Helped make the movie feel like it was a part of the franchise and did not feel over-the-top in any way), Good Production Design (Helped with building the world), Plot Structure was the biggest issue for the movie as 2 out of the three acts were pointless (the first act builds Snow to be a good guy and really drags, the second act is pretty good as it is just The Hunger Games, and the third act is just so forced as it clearly shows that they forgot to make Snow the bad guys so they rush to give him moments that show how he's not a good person); The movie could've been split into two movies to help with runtime (with the entire third act being spun off to show how bad of a person Snow is as there are some moments in the second act that could allude to him being a bad guy, something a second movie could take and build on), Pacing was slow in the first and third act (especially in the third) but pretty good in the second act as the fast pace helped build tension in The Hunger Games, Climax was so underwhelming it was more laughable than entertaining, Tone was very similar to other Hunger Games movies.","
            4/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","hectordanielbuelna","17 November 2023","This movie isn't really ""bad"" as much as ot is bland and souless.I don't exactly what to blame here. The characters have similar dialogues to the ones found in the books. The actors do good acting. The scenes have the right pacing. Yet, the movie is boring and you end up not caring about anything that happened.I guess reading the story from the point of view of cunning Snow helps us understand better his feeling and motivations, here we don't have that and the actor have next to no chemistry! Their actions don't seem like a natural progression of their love and feel more like ""this happens next cause the book said so"".I was really looking forward to watching it. This movie was such a let down for me.","
            3/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","brianjohnson-20043","22 November 2023","I started the book but did not get far. And now after watching the movie I realize that I would have liked it probably even less if I had read the entire book. Probably the biggest problem is that none of the main characters seem likable or realistic enough in the world for me to root for them or have the emotional down-spiral of the characters to be a good tragic drama.There is sort of this 1950s steampunk aesthetic that also made no sense to me given that this is supposed to take place in our distance future rather than the somewhat recent past. How/why would TVs in the future start to become anything like TV screens from the 50s? Are they also going to reinvent laserdiscs?The way the hunger games unfolds makes it feel completely absurd that the winner would win even with all of the cheating. Also the 2 big dramatic scenes after the games just seems confusing. Especially intermixed with some of the other scenes around them. Maybe he works better with all of the perspectives and time that an author is given in a book. But it certainly didn't make a lot of sense to me.Stumbling across the guns later in the film seemed way too coincidental too. And the motivations of the main characters was so inconsistent from one moment to the next near the end that he started to seem bipolar and phycho. I don't think they sufficiently developed his character so one could understand why/how he would work so hard for power and control. The beginning had him challenged that power and control so much that it was a wonder why he would even want any power and control over a society that he just barely seemed to care about.All in all. It's a mess, but interesting to try to follow because it seems to be such a mess.The actors seemed alright. The music was good. The cinematography was fine. But the story and characters didn't seem well developed to me. And I was frequently wondering why these characters and this timeline was being presented given that it didn't seem to answer many questions compare to all the questions and problems it raised.","
            4/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","FinleyKolapo","15 November 2023","As someone who has read the book, seeing it come to life on screen was incredible. It's always interesting to see how certain things from the book were adapted on screen, adding a new experience to the story I've read.The production value, scene locations, and overall ambiance were simply amazing, capturing the essence and aesthetics of the book properly.The music, especially ""The Hanging Tree"", that Katniss sang in the original trilogy, was a highlight, linking this prequel to the original trilogy nicely. Also, the song that Olivia Rodrigo did for this movie ""Can't Catch Me Now"" fit the film's mood and themes well.","
            9/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","copperhead_eglinton","5 January 2024","Whole story goes nowhere, as a viewer I have no idea what to make of Snow, why should I be invested in knowing about the character and his motives. Maybe relevant in next part IDK.Lead actress of ""Lucy Gray"" was downright obnoxious, maybe it's the way she is written, or the way actress delivers her dialogues, and the idea of singing doesn't make any sense.Games have no tense moments name a cliché character and they have it, it all looks cheesy and ridiculous.I was expecting some good world building know more about people life's, conflicts ideology behind hunger games and why it's important but it's all underwhelming. All in all glad that I didn't watched the movie in theaters.","
            5/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","striplay","2 December 2023","We watched this at Imax last night, and it was just terrible.I don't know what I was expecting, (because I really don't like Rachel Zegler or her acting), but it certainly wasn't this.Although Zegler was unsurprisingly cheezy and awful, and although for some odd reason they made this film into a semi-musical which made everything feel awkward, I was still somewhat hopeful that the film would eventually improve..but it never did.It remained boring the entire time.Look, I genuinely like the Hunger Games over-all, but the prequel was so uninteresting, and the characters had so little chemistry or depth, or explanation, that we were truthfully almost bored to tears...and I'm actually surprised we were able to finish the film without walking out.🤷‍♂️ 🙄","
            1/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","claszdsburrogato","15 November 2023","If there's one popular franchise that I can't seem to like, it's the Hunger Games franchise. None of the films gave me something wonderful and so special that it left such an impression on me. This new release doesn't deviate much from that. It is again a very weak film that fails to develop a story in a captivating way. This actually occurs during the middle of the film, where most of the action scenes take place. The film as a whole always seems to drag on, but part 2 is much better than the rest precisely because it escapes this tiring pace that doesn't go anywhere. Part 3 is where it gets even more tiring. The film always seems to be coming to an end, but it never ends. The beginning and middle seem not to be connected with the end. It feels like you're watching two movies and it ends up being even more unbearable. There are many problems in the development of the story as a whole, especially those of some important characters. It's a mediocre film that doesn't deviate from the franchise's standards. It's not the worst, it's not the best. It is a film that becomes forgettable.","
            5/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","simoneminotti","16 November 2023","I like the other hunger games movies, with their high and lows they were enjoyable. They were a good transposition of the books.With this one I was waiting impatiently for the end.Performances felt a little bit off, as off felt the dialogues. However the main problem to me is the lack of a central idea. It is not clear if they wanted to show a specific edition of the hunger games, if they wanted to explore Lucy and the other tributes, if they wanted to tell the story from Snow's perspective or if they wanted to explain how the modern hunger game came to life. The film it's all over the places, characters are not explored nor do they make an effort to allow the viewer to empathize with them, they're so empty and unlikable.If this is not enough they even sing. Lucy Grey straight out from the arena, after seeing the death of 24plus people is on a stage singing like a mermaid. And the singing goes on and on to the point where I can confidently sai that the last 30 minutes the film become a musical.The only likable character is portrayed by Dinklage and he dies.","
            2/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","arfdawg-1","29 December 2023","There is no saving grace to this movie.The movie is insufferably long, running well, well, over two hours.The story is a bore. Really. Tedious and tiresome.The directing is just abysmally horrible.And then there are the actors. Holy crow, you won't care one bit about them. And the worst of the worst is the girl who plays Lucy Grey. She cannot act her way out of a paper bag. It is of no wonder Disney cancelled Snow ""White. She's horrible.And speaking of horrible, adding insult to injury, we are forced to listen to her sing the most dismally boring tunes literally every 15 minutes.My head was going to explode. She has a horrible voice too with poor pitch and a vibrato that will make your ear drums twitch.I truly wonder who thought this movie was a good idea.","
            1/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","stevenschultz-80475","30 December 2023","What do you get when you cross a backstory nobody asked for with a near ten years hiatus?Trash.The lone bright spot in this movie is Jason Schwartzman's Lucky Flickerman, but even that character is a little too on the nose. Throughout the movie, Lucky included, there are nods as if to say ""Hey you, you remember The Hunger Games, right? Remember how much you loved the Hunger Games?""
At the same time, there is this bizarre knockoff Fallout aesthetic that permeates everything. It's a post apocalyptic dystopia following a terrible civil war, but also everything is old timey like the 1940s?On top of the terrible execution of world-building, and the weird 2020s Disney angle of ""giving a heartless villain a sympathetic backstory,"" it feels like the cast of this movie was pulled out of a McDonald's kitchen. Not a single character other than Lucky is the least bit memorable, and Lucy Gray's accent borders on a hate crime.If you like the Hunger Games, just rewatch Catching Fire.","
            1/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","maiananaa","23 December 2023","The tributes pictured to be willingly killing each other without any meaningful explanation. Even the lead character Lucy could just let a sick girl drinking a poisonous water without doing anything even though the arena was clear, in my opinion at least.We are supposed to have something to hold on to when watching this, and I don't supposed it could be those mentors, who could just stand still seeing everyone killed each other as a career without no remorse.I remembered the passion watching Hunger Games came from Katniss' spirit of fighting, and also her compassion. Even at the most desperate moments, she still tried to find a way to save the one next to her. I think that's what make the horrible games could light a bit of hope.But in this movie, it just became meaningless. I don't think the singing at the end of the game could turn us to be more sympathetic. I don't know whether the games itself were designed to be more underrated in this franchise, but the characters themselves didn't exactly try to make us root for them.And also the sequence somehow didn't make sense, how could one fall in love easily with someone who just watched her fighting over her life the whole time? Not to mention to be a watching material by the whole nation.. At least there should be a little grudge or hate emotion at first, but no... Lucy and Snow seemed not to be able to keep their eyes off of each other from the very beginning.At least for me, it just made the story less natural, it seemed to be forced to fit the purpose of Snow and the plot just made it become less likeable from the start. It was supposed to be a heroic fight (games), instead we were served with typical teenage romance.","
            3/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","DymSym","2 January 2024","If the hunger games was all about fascist myth making and how people just come to accept it as the new way of life, why would the protagonist be less angry 10 years into the new order than 75 years? When injustice is a new, people are supposed to be more angry, less accepting of it. Katniss was appropriately angry and defiant, whereas Lucy Gray was immediately giddy (i guess we are meant to interpret it as hippie freespirit i-love-all-peoples charm), and flirting with an agent of the state that has literally reaped her into an arena to kill her. Think of how much it would take to justify why a Jewish girl might even consider thinking of an SS soldier in a romantic light, and how little this story did to that end. The trust and romance between two characters from opposing sides of a fascist occupation has to OVERCOME that very tall barrier to earn any Rebel's trust. However even though the fact that Snow is doing it for personal gain was established, it was kind of ignored to continue this bizzare unearned romance.I am also okay with the premise that not every person in a fascist system is born evil, and showing the descent of a regular citizen into this kind of evil. However, living and participating every day in a fascist state has to impact your soul that ends up showing in small ways, casual dehuminisation of the Panem citizens, growing paranoia as the bombs start, disdain for the rebels etc. Which other characters in the academy and Grandma Snow does. But exceptionally, Snow was shown to be upstanding and moral throughout the movie except in the end with a abrupt descent into betraying his friend, all the while romancing a Panem citizen outside the district borders. It was so forced, and why?? We already knew that Snow would become evil, so why not show us how it happened in a believable manner (maybe show that his time as a peacekeeper interacting with D12 citizens allowed him to dehumanize them or something..), instead of rushing it as a ""twist"" at the very end of a very long movie? Every story in THG was a self contained plot that will be developed upon it, but this one felt like a botched incomplete story to that is built as a premise for sequels to the prequel.","
            3/10
            "
"The Hunger Games: The Ballad of Songbirds & Snakes","ajcontre16","17 November 2023","As someone who has read the book multiple times, this is an awful adaption of an incredibly well written book. The entire movie is rushed to the point where it should have been split into two. Important characters are barely involved or completely cut out. How do you show Clemencia get bitten by the snakes then nothing of her afterwards????! No Pluribus Bell, Satiria or interactions with the Plinths... Viola Davis is a remarkable job with what she was given, but come one!!! No Hippity hoppity, not once? So much of the fear of her character comes from her craziness and it was missing.There was absolutely no chemistry between Snow and Lucy Gray. Their relationship is completely left out of the movie and that is due to the rush through of the story. Rachel Ziegler was a terrible choice for this role. She may be able to sing, but cannot act at all. Her entire portrayal of Lucy Gray was off and disappointing.The book it full of character development for Coriolanus Snow that isn't depicted in the film. You don't see the struggle he has within himself, let alone the final blow to his goodness by loosing the trust and love of Lucy Gray. This change is what makes Snow who he is later in life and why, I believe, he hates Katniss. There are many similarities between these two women and Katniss reminds him of a past weakness and betrayal. This is shown by subtle foreshadowing. Unfortunately we don't see these changes of character in the movie and that is the entire point of the book. To find out why Snow became an evil and spineless person without feeling.So many important moments were left off or changed that it was frustrating and took every ounce of self control not to walk out of the theater. Poorly done...","
            1/10
            "
